,nmi,rand,sj,fs,method
322,0.9929616699319882,0.9983223223223222,25.0,0.9843099893637599,Leiden
323,1.0,1.0,0.0,1.0,Infomap
324,1.0,1.0,0.0,1.0,Oslom
325,1.0,1.0,0.0,1.0,Louvain
326,1.0,1.0,0.0,1.0,Directed Louvain
327,0.9842815888410283,0.9957457457457457,61.0,0.9644305409458993,Leiden
328,1.0,1.0,0.0,1.0,Infomap
329,1.0,1.0,0.0,1.0,Oslom
330,0.9936419810016126,0.9980940940940941,28.0,0.984405713536889,Louvain
331,0.9864708425412357,0.9956836836836837,54.0,0.9667685317476945,Directed Louvain
332,0.9834788925025743,0.9959119119119119,55.0,0.9637256261347847,Leiden
333,1.0,1.0,0.0,1.0,Infomap
334,1.0,1.0,0.0,1.0,Oslom
335,0.9764916973116262,0.9914474474474474,96.0,0.9412508150297075,Louvain
336,0.9924967425303518,0.9973313313313313,31.0,0.9816560474493237,Directed Louvain
337,0.9810552828015099,0.9943843843843844,66.0,0.9577723196424788,Leiden
338,1.0,1.0,0.0,1.0,Infomap
339,1.0,1.0,0.0,1.0,Oslom
340,0.9930433508259203,0.9976756756756757,27.0,0.9831345603509638,Louvain
341,1.0,1.0,0.0,1.0,Directed Louvain
342,0.9918724293181208,0.9976396396396395,27.0,0.9818493729856822,Leiden
343,1.0,1.0,0.0,1.0,Infomap
344,1.0,1.0,0.0,1.0,Oslom
345,0.9918373400016239,0.9968808808808809,38.0,0.9798817179308386,Louvain
346,0.9936219882904546,0.998048048048048,25.0,0.9845299484331614,Directed Louvain
347,0.9666352480512842,0.9885925925925926,113.0,0.9262937407392126,Leiden
348,1.0,1.0,0.0,1.0,Infomap
349,1.0,1.0,0.0,1.0,Oslom
350,0.9935242491966352,0.998026026026026,29.0,0.9841003644338376,Louvain
351,1.0,1.0,0.0,1.0,Directed Louvain
352,0.9907842763400854,0.9969249249249248,33.0,0.9790144517407371,Leiden
353,1.0,1.0,0.0,1.0,Infomap
354,1.0,1.0,0.0,1.0,Oslom
355,1.0,1.0,0.0,1.0,Louvain
356,1.0,1.0,0.0,1.0,Directed Louvain
357,0.9894641681380193,0.9976076076076077,35.0,0.9782739523219555,Leiden
358,1.0,1.0,0.0,1.0,Infomap
359,1.0,1.0,0.0,1.0,Oslom
360,1.0,1.0,0.0,1.0,Louvain
361,1.0,1.0,0.0,1.0,Directed Louvain
362,0.9986138141107862,0.9998418418418418,2.0,0.9980499999690755,Leiden
363,1.0,1.0,0.0,1.0,Infomap
364,1.0,1.0,0.0,1.0,Oslom
365,1.0,1.0,0.0,1.0,Louvain
366,1.0,1.0,0.0,1.0,Directed Louvain
367,0.991276651181184,0.9980060060060059,29.0,0.981492396354255,Leiden
368,1.0,1.0,0.0,1.0,Infomap
369,1.0,1.0,0.0,1.0,Oslom
370,1.0,1.0,0.0,1.0,Louvain
371,0.9928274261943836,0.9975335335335336,28.0,0.9825910015826362,Directed Louvain
372,0.9886533110332244,0.9970670670670669,34.0,0.9767416013411319,Leiden
373,1.0,1.0,0.0,1.0,Infomap
374,1.0,1.0,0.0,1.0,Oslom
375,1.0,1.0,0.0,1.0,Louvain
376,1.0,1.0,0.0,1.0,Directed Louvain
377,0.9761824973269768,0.9941701701701702,81.0,0.9470494917361215,Leiden
